profil_id,age,sexe,region,serie_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00258,19,F,Haute Matsiatra,L,14.27,10.6,15.8,14.4,16.3,14.5,17.0,14.5,16.2,13.7,9.0,16.2,13.0,Anglais; Arts; Francais; Philosophie,curiosité; management hôtelier et restauration; accueil et relation client; gestion environnementale de sites touristiques; créativité; persévérance; sens de l'organisation,Gastronomie; Réseaux sociaux,aime cuisiner et découvrir des plats d'autres cultures; a effectué un stage d'observation dans un hôtel ou une agence de voyage; pratique un sport en club depuis plusieurs années,Chef de produit touristique; Organisateur d'événements (MICE),Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00259,18,F,Ihorombe,D,5.84,2.3,4.1,4.7,7.4,5.7,6.1,8.1,5.5,6.2,4.4,7.9,7.7,Arts; EPS; Histoire_Geo,développement web et mobile multimédia; développement full-stack; communication digitale et PAO; créativité; autonomie; rigueur,Jeux vidéo,a monté et dépanné des ordinateurs pour son entourage,Webmaster,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",True,IGGLIA
P00260,17,M,Diana,C,11.07,15.5,10.5,11.0,10.2,9.4,11.9,11.4,11.3,8.4,12.1,11.3,9.8,Anglais; Histoire_Geo; Informatique; Mathematiques,production et montage audiovisuel; esprit d'analyse; développement full-stack; design UI/UX; sens de l'observation,Programmation; Robotique; Musique,a participé à un club informatique ou de robotique au lycée; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Administrateur de bases de données,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",True,IMTICIA
P00261,19,M,Fitovinany,A1,11.45,11.6,9.7,11.2,10.8,11.2,12.0,13.2,13.9,15.3,8.6,9.9,10.0,Economie; Histoire_Geo; Philosophie,rigueur; sens de l'observation; analyse économique et économétrie; management stratégique; créativité; pilotage et planification de projets,Actualité et politique; Débat et droit; Musique,a participé à un club de débat ou un simulacre de procès au lycée; gère les comptes d'une association d'élèves,Planificateur stratégique; Consultant en management,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00262,17,F,Atsimo-Andrefana,C,15.5,14.0,14.6,14.2,16.0,14.6,17.5,15.7,16.1,18.4,13.7,15.1,16.1,Anglais; EPS; Economie; Philosophie,sens de l'organisation; autonomie; curiosité; analyse financière et gestion budgétaire; persévérance; stratégie marketing et commerciale,Entrepreneuriat; Bénévolat associatif,a organisé une petite activité commerciale ou un projet associatif,Analyste de marché; Responsable commercial; créer sa propre entreprise,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00263,20,M,Sava,Technique,11.78,13.8,10.4,11.1,9.3,11.3,11.0,13.8,12.1,12.6,12.7,12.4,10.9,Histoire_Geo; Informatique; Mathematiques,esprit d'analyse; droit foncier et minier; pilotage et planification de projets; persévérance; rigueur; esprit d'équipe,Gestion; Débat et droit; Lecture,a participé à un club de débat ou un simulacre de procès au lycée; s'intéresse à l'actualité économique et suit des chaînes d'information; a occupé un petit job ou une activité rémunérée pendant les vacances,Expert en contentieux d'affaires; Juriste d'affaires,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,EMP
P00264,18,M,Melaky,Technique,11.72,13.3,14.3,12.6,11.8,10.0,14.4,9.1,11.9,10.2,10.9,13.6,8.6,Anglais; Arts; Physique_Chimie,créativité; calcul de structures (RDM); ingénierie des infrastructures routières et hydrauliques; curiosité; géotechnique,Urbanisme; Dessin et design; Bénévolat associatif,a réalisé des maquettes ou des plans de construction pour un projet scolaire; aime dessiner des plans de maisons ou des croquis d'aménagement; participe à des activités associatives ou de bénévolat,Architecte junior; Conducteur de travaux; travailler à l'international,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00265,17,M,Haute Matsiatra,D,12.76,15.4,12.0,11.3,9.7,12.7,12.6,12.8,11.1,16.3,14.2,13.6,11.4,Arts; Economie; Histoire_Geo; Informatique; Mathematiques,esprit d'équipe; sens de l'observation; rigueur; sens de l'organisation; machine learning et deep learning,Réseaux sociaux et numérique; Programmation,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Data Analyst; Ingénieur Machine Learning,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00266,17,M,Atsimo-Atsinanana,Technique,15.76,15.0,20,15.9,15.8,15.3,13.9,15.5,13.7,15.8,17.0,15.0,16.2,EPS; Francais; Informatique; Physique_Chimie; SVT,gestion de production industrielle; persévérance; conception assistée par ordinateur (AutoCAD); maintenance industrielle pluridisciplinaire; aisance relationnelle,Industrie; Robotique; Musique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Ingénieur en électrotechnique; contribuer au développement de Madagascar,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
P00267,17,F,Melaky,C,13.43,13.3,8.9,11.4,16.4,12.7,12.6,15.1,13.2,14.8,14.0,13.7,15.0,EPS; Economie; Francais; Histoire_Geo; Informatique,persévérance; comptabilité générale et analytique; esprit d'équipe; audit financier; gestion de trésorerie; esprit d'analyse,Gestion; Débat et droit,gère les comptes d'une association d'élèves; a organisé une petite activité commerciale ou un projet associatif,Chef Comptable; Trésorier d'entreprise; contribuer au développement de Madagascar,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00268,17,F,Androy,C,13.58,16.1,14.4,11.6,10.7,11.6,12.3,15.1,10.8,16.4,17.0,13.2,13.8,Economie; Histoire_Geo; Informatique; Mathematiques,machine learning et deep learning; esprit d'analyse; sens de l'observation,Jeux vidéo,a participé à un club informatique ou de robotique au lycée,Data Scientist; Statisticien financier; créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00269,18,F,Melaky,S,12.94,12.9,15.7,14.6,9.9,11.8,11.0,11.8,12.7,15.3,15.8,10.4,13.4,EPS; Economie; Informatique; Mathematiques; Physique_Chimie,aisance relationnelle; gestion de projets informatiques; curiosité; autonomie,Robotique; Jeux vidéo,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Développeur Full-Stack (Web & Mobile),Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00270,18,F,Vatovavy,C,12.97,16.3,12.5,12.5,12.7,13.4,11.9,12.1,13.8,10.9,17.4,12.1,10.0,Malgache; Mathematiques; Philosophie,aisance relationnelle; administration de bases de données; rigueur; persévérance; notions d'intelligence artificielle,Jeux vidéo,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Architecte logiciel; travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00271,17,M,Itasy,D,5.91,6.5,7.0,4.4,7.2,7.4,5.0,4.9,2.7,6.5,7.4,7.4,4.5,Arts; Informatique; SVT,curiosité; notions d'intelligence artificielle; autonomie,Jeux vidéo; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a monté et dépanné des ordinateurs pour son entourage,Expert en transformation digitale; Architecte logiciel; travailler à l'international,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00272,19,F,Vakinankaratra,Technique,13.75,15.5,14.9,11.8,11.6,13.8,13.5,11.7,11.4,13.7,18.1,15.3,13.7,Arts; Informatique; Mathematiques; Physique_Chimie,autonomie; maintenance hardware et microcontrôleurs; robotique et domotique; aisance relationnelle; esprit d'équipe; sens de l'observation,Programmation; Réseaux sociaux et numérique,a monté et dépanné des ordinateurs pour son entourage; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Spécialiste en robotique et domotique; Ingénieur système et réseau,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00273,18,F,Atsimo-Andrefana,S,14.72,18.4,15.8,14.8,12.0,14.4,17.4,12.4,14.7,13.6,19.1,11.0,13.0,Anglais; Informatique; Mathematiques; Physique_Chimie; SVT,"rigueur; programmation multi-langages (Java, C#, PHP, JavaScript); aisance relationnelle; sens de l'observation; sens de l'organisation",Jeux vidéo,a participé à un club informatique ou de robotique au lycée,Expert en transformation digitale; Architecte logiciel; contribuer au développement de Madagascar,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00274,18,F,Itasy,C,12.02,12.1,14.6,13.2,10.2,13.5,12.5,10.9,10.5,11.2,9.4,13.7,12.4,Arts; Malgache; Physique_Chimie; SVT,raffinage et pétrochimie; aisance relationnelle; créativité; analyses de laboratoire; hygiène sécurité environnement (HSE),Mécanique; Bricolage; Musique,a effectué un stage d'observation dans un atelier ou une usine; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Ingénieur de laboratoire d'analyses; Ingénieur minier,Terrain/Extérieur,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00275,20,M,Atsimo-Atsinanana,C,14.84,18.6,16.3,14.0,17.1,13.4,13.2,14.8,15.3,13.7,14.4,15.4,11.9,Arts; Francais; Mathematiques; Philosophie; Physique_Chimie,persévérance; calcul de structures (RDM); curiosité; géotechnique; gestion de chantier; rigueur,Dessin et design; Architecture,aime dessiner des plans de maisons ou des croquis d'aménagement; a réalisé des maquettes ou des plans de construction pour un projet scolaire; a occupé un petit job ou une activité rémunérée pendant les vacances,Architecte junior; Entrepreneur en BTP,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00276,17,F,Atsimo-Atsinanana,Technique,12.28,15.9,13.5,10.5,10.9,9.7,10.2,11.8,11.7,14.3,13.8,13.6,11.5,Arts; Economie; Informatique; Mathematiques,esprit d'équipe; persévérance; créativité; gestion de chantier; rigueur,Dessin et design; Bénévolat associatif,a visité un chantier de construction dans le cadre d'un stage d'observation; participe à des activités associatives ou de bénévolat,Ingénieur en génie civil; Conducteur de travaux,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00277,18,M,Betsiboka,D,10.51,12.6,10.7,9.7,7.8,9.5,9.1,8.6,10.7,10.0,13.4,12.2,11.8,Arts; EPS; Informatique; Mathematiques; Physique_Chimie,sens de l'observation; traitement de données massives (Big Data); business intelligence; créativité; esprit d'équipe; analyse statistique et probabilités appliquées,Robotique; Musique,a monté et dépanné des ordinateurs pour son entourage; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Analyste Big Data; Data Scientist; avoir un métier stable,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00278,18,M,Amoron'i Mania,D,13.22,12.3,14.9,15.0,12.2,13.1,12.2,17.1,11.7,14.4,11.7,11.9,12.2,Economie; Histoire_Geo; Malgache; Physique_Chimie; SVT,persévérance; créativité; zootechnie et pisciculture,Agriculture; Musique,s'occupe d'un petit élevage ou d'un jardin potager,Responsable de production animale; Consultant en agroécologie,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00279,18,M,Fitovinany,S,8.53,8.3,14.0,10.3,7.4,4.5,9.0,7.5,6.4,10.9,9.8,8.1,6.2,EPS; Economie; Informatique; Physique_Chimie; SVT,raffinage et pétrochimie; analyses de laboratoire; créativité; persévérance,Électronique; Mécanique; Bénévolat associatif,aide régulièrement à l'entretien de véhicules en famille; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Ingénieur minier,Terrain/Extérieur,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00280,20,F,Vatovavy,OSE,15.99,16.3,14.9,13.2,20,15.3,18.6,15.7,15.2,18.1,14.5,15.5,14.6,Anglais; Economie; Francais; Histoire_Geo; Mathematiques,esprit d'analyse; négociation et vente internationale; curiosité; persévérance; aisance relationnelle; analyse financière et gestion budgétaire,Économie,a participé à un club de débat ou un simulacre de procès au lycée; gère les comptes d'une association d'élèves; a occupé un petit job ou une activité rémunérée pendant les vacances,Gestionnaire administratif et financier; contribuer au développement de Madagascar,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00281,17,M,Ihorombe,Technique,13.72,14.9,15.4,14.7,14.3,14.4,14.5,14.2,12.6,10.4,13.4,13.4,12.5,Anglais; Economie; Mathematiques; SVT,esprit d'analyse; systèmes embarqués et IoT; rigueur,Technologie; Sport,a participé à un club de robotique ou de modélisme; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en électrotechnique; Concepteur de systèmes IoT industriels; travailler à l'international,Mixte/Itinérant,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
P00282,19,M,Analanjirofo,A2,13.32,14.2,10.9,13.0,14.7,16.0,14.6,14.7,15.4,8.7,11.4,14.9,11.3,Arts; Francais; Histoire_Geo; Malgache; Philosophie,droit foncier et minier; persévérance; esprit d'analyse,Gestion; Débat et droit,a organisé une petite activité commerciale ou un projet associatif; participe à des activités associatives ou de bénévolat,Responsable des ressources humaines (volet juridique),Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00283,18,M,Boeny,D,15.23,13.7,16.6,12.4,15.6,12.6,17.9,16.5,14.7,14.3,16.5,18.1,13.9,Anglais; Arts; Histoire_Geo; Physique_Chimie,rigueur; autonomie; design UI/UX; communication digitale et PAO; esprit d'équipe,Robotique; Programmation,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a monté et dépanné des ordinateurs pour son entourage,Développeur multimédia; avoir un poste à responsabilités,Mixte/Itinérant,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
